attendanceRate,gpa,failedCourses,disciplinaryIncidents,consecutiveAbsences,tardyCount,riskScore,riskLabel
0.5198042692950159,3.6551066274732835,1,3,10,19,64.15676295346653,Medium
0.708540663048167,3.611373496337676,2,4,14,19,72.04463851469656,High
0.7554487413172255,2.297751183108139,3,1,8,5,60.304538516229584,Medium
0.42787024763199866,3.5722886853766935,4,4,8,3,76.66230324095312,High
0.764526911140863,1.5925190867887316,1,4,5,1,62.49373268647816,Medium
0.502314474212375,2.9906746962051325,1,1,9,15,60.00067406945368,Medium
0.43903095579116774,2.075022093219258,3,0,5,17,72.68854083616071,High
0.9693313223519999,1.801417214443197,5,3,2,4,65.21257496148803,Medium
0.9793792198447356,1.6923830040730228,0,1,0,3,29.40100116548035,Low
0.8850384088698766,3.2407219396953493,4,2,6,12,55.191244248251444,Medium
0.5827682615040224,2.3496874094201656,1,0,3,18,51.692395445637445,Medium
0.45860326840383037,3.311916928821904,4,2,0,1,57.03669997562775,Medium
0.8105398159072941,1.663390851997356,1,0,14,12,62.94449884373468,Medium
0.6640914962437607,2.288225844576526,4,3,7,10,78.0540817044843,High
0.47322294090686734,2.848728230938343,2,3,11,3,72.58380005434188,High
0.6971061460667621,3.476807912097409,1,4,5,19,55.347675036355426,Medium
0.42063311266913106,2.296881257330175,4,2,5,19,85.20586291993301,High
0.9455922412472693,3.0647284410925226,0,0,1,14,20.029025939184002,Low
0.5552679889600102,3.7149443705904677,2,3,14,3,65.13983673569491,Medium
0.7975133706123891,3.039657970455761,2,1,0,8,35.702885470946825,Low
0.5870266456536466,2.0823986868840842,0,3,12,6,68.6949473050133,Medium
0.7120408127066865,1.561001953891345,4,1,13,18,88.40834795281908,High
0.7280261676059678,3.6752471847523247,3,0,13,18,57.62648144823804,Medium
0.5109126733153162,1.553173527125968,0,3,1,5,60.03175779612768,Medium
0.9817507766587351,3.6867541817104987,4,3,3,5,42.862427116545604,Medium
0.8650796940166687,2.8223428350680297,0,0,1,19,28.173383888652953,Low
0.9636993649385135,3.8476692462822406,0,3,0,14,21.975332939637056,Low
0.9368964102565893,3.4969580894341634,1,1,6,14,32.55456269539479,Low
0.7587399872866512,3.994835276333344,4,3,10,19,66.20204774520052,Medium
0.9531245410138701,2.3767795386292754,3,2,10,8,60.107222973152446,Medium
0.4530955012311517,3.4179707223278175,1,4,14,3,71.19647272747575,High
0.5175897174514872,2.504827284023105,0,1,11,17,63.24813846170946,Medium
0.4271363733463229,2.699689050759772,5,2,7,17,87.91765455854936,High
0.5951981984579586,3.068763658045925,0,0,5,4,35.00443548122241,Low
0.6332063738136893,3.684192785465847,0,1,3,19,35.82981719279396,Low
0.5628094190643376,3.9602086729982378,4,4,13,10,78.38553650744412,High
0.8972425054911576,3.4206835346612956,4,4,5,4,55.40346443374074,Medium
0.6140519960161536,2.5444169554183347,1,0,2,3,39.49375060517051,Low
0.5685607058124285,2.5533925056926754,3,0,11,11,68.7236467105761,Medium
0.7256176498949491,3.343955753972229,1,1,7,1,37.53573646447975,Low
0.4845545349848576,2.0969428644207557,2,3,9,12,81.14838995639813,High
0.8813181884524238,1.7761852828284868,0,0,13,9,50.98541963361818,Medium
0.44473038620786254,2.3865553941019413,5,3,12,8,97.34523061066608,High
0.9921321619603104,2.2180974791352046,0,2,12,9,48.633738730235535,Medium
0.8633468615779945,2.240770301139975,0,4,1,6,43.558422525480474,Medium
0.5192294089205034,2.0840193776247746,1,3,4,3,62.890629866932116,Medium
0.4033132702741615,1.6052329740909048,5,4,0,18,97.81513944812448,High
0.8892768570729005,1.5446848368335346,5,3,5,9,77.98207734874863,High
0.8241144063085704,3.9693059743400787,5,2,1,2,42.842364004256396,Medium
0.8374043008245924,2.569432834339656,1,0,3,18,39.30949962361974,Low
0.8627622080115674,2.460816617899204,0,2,5,1,36.881345500545265,Low
0.44442679104045424,3.199118206732675,1,0,9,19,58.23174629105508,Medium
0.6150794371265635,2.0456347196626603,4,0,10,9,74.44047531831086,High
0.4695214357150779,3.8749029598755635,4,4,7,1,69.47011297264126,Medium
0.9178620555253562,3.4658625360388804,1,2,11,1,38.62689241859695,Low
0.7739788760965347,1.7235275057806487,5,3,7,16,87.30556989833212,High
0.5985388149115896,2.543951939462321,0,2,10,15,61.11892800891321,Medium
0.4381350101716142,3.6977957689054115,1,4,5,15,61.496641904081315,Medium
0.5865893930293973,3.8618300557285257,1,0,3,13,33.91812372153885,Low
0.5951099932160482,2.6685037781246743,1,4,7,6,64.01056249011134,Medium
0.8377637070028385,3.0335284730267693,2,1,12,10,53.154166989618766,Medium
0.7825344828131279,1.9175848652301881,4,1,7,0,64.022772035173,Medium
0.932327645545796,3.9779215653424416,5,3,9,10,58.42767852474375,Medium
0.6833289550971695,2.0791792534586087,3,4,13,3,83.87504926152712,High
0.471756547562981,3.856829435337814,5,3,0,6,62.56144374410262,Medium
0.827946872333797,3.124116622480921,3,3,3,14,54.14095888183891,Medium
0.8564710291701385,3.019341987197148,2,1,3,17,42.54773896122298,Medium
0.7367663185416977,2.7817212775412714,1,3,6,11,54.21213448291938,Medium
0.8625803079727365,2.0766745292943964,2,1,13,16,66.23004238814657,Medium
0.6962773578186345,1.9413200800137707,2,0,13,0,62.23570488711691,Medium
0.7136396976291964,2.0512155226754385,0,4,10,10,66.94225686807776,Medium
0.6565246110151297,1.9660956553606364,4,3,6,0,75.07805900578845,High
0.4152514760464571,3.448961183916883,3,1,12,14,72.90032911897288,High
0.4647348561959827,2.3753131479168252,1,2,10,9,70.15747427299243,High
0.4188575114120406,1.644606691408491,3,3,14,6,97.79963262943346,High
0.7818462467582683,3.9227565753520284,5,0,7,1,45.49858437614898,Medium
0.588613588645796,3.7094647124085642,3,0,10,9,53.86080933008252,Medium
0.7051424146988217,3.8193807079880324,5,2,4,3,54.10049633216681,Medium
0.9445398843556558,3.9872695566160883,4,1,6,11,40.84570905961289,Medium
0.549575337489325,1.9347381230487182,5,3,7,18,95.16960526993982,High
0.6462297538213778,2.490605047256647,3,1,14,10,74.24475937457842,High
0.8533306831258292,3.395596189260228,3,0,8,7,42.41081078236455,Medium
0.5372788992949735,3.2400515451344805,5,1,2,17,66.60832857685625,Medium
0.44618794589727584,1.8847397658496376,2,0,2,10,61.30508450561259,Medium
0.5738508717482609,3.5395828124765445,4,1,3,10,55.15013700530412,Medium
0.49673277235240265,2.061101429591652,0,2,4,12,59.51967480998738,Medium
0.9578185914055438,2.0595440370565576,1,4,9,2,56.591815973212675,Medium
0.8848722277386502,2.8424360572335337,3,2,0,11,44.680750318118655,Medium
0.7800422539062541,2.982349837104258,1,2,14,2,53.97481147270725,Medium
0.9228763541126306,2.950215519594528,0,4,14,9,55.0827906395495,Medium
0.8822032461394687,1.7287170934943872,1,4,6,16,65.42469921947739,Medium
0.5119420353316215,3.693652156575951,0,3,8,1,47.08579702097563,Medium
0.9355353990939866,2.1640001064717653,5,3,7,16,76.43858297152289,High
0.7236053451493905,1.8237873032070104,2,2,14,15,79.31791316195428,High
0.8844640930984375,3.721870199672443,3,2,14,1,51.90273427933807,Medium
0.937654779954096,3.8891287455743835,0,0,4,19,19.102521346092328,Low
0.5908020849831184,3.6553190431636264,1,0,13,5,46.814726169039005,Medium
0.46603115471660606,3.523790186812195,3,3,13,9,77.12085194321381,High
0.536761097525165,3.1381049515975543,2,3,3,9,58.148506583017856,Medium
0.6562646731757538,2.8771434265228484,5,0,11,7,69.97797880774137,Medium
0.8908088595534959,1.7174668997785254,3,0,6,0,51.192976620074916,Medium
0.916438349953806,2.5211330326767465,0,1,4,12,34.131135675080294,Low
0.40417127831871447,2.431721292530785,2,1,6,8,66.51593594194357,Medium
0.7064483815465394,2.1493844594008156,1,0,11,9,56.248220144130265,Medium
0.6504466018892674,3.3085502842214622,2,1,0,14,41.89663308221468,Medium
0.5332646862824382,2.739689337696927,2,4,0,4,59.27251917173321,Medium
0.4719192204002097,1.7026155397691198,4,3,9,15,97.09707578630041,High
0.6025691028421768,2.0504580048745282,2,3,13,12,82.89265583756764,High
0.9657458223475115,3.20814690914899,2,0,12,19,46.788698014609636,Medium
0.5939217592124532,1.6903271487257505,3,2,2,17,73.83985814424437,High
0.7112743730460196,3.628017285121922,1,0,13,10,44.76885222694,Medium
0.8218113753371068,2.7378663175349356,3,1,10,8,57.74888181116637,Medium
0.6181777614275764,2.70146644331662,3,2,1,15,60.258225109730745,Medium
0.9830692496325764,2.9810194616487937,0,1,1,1,16.86703539820901,Low
0.9774683769652668,3.561702414812873,3,4,6,1,45.7842407732606,Medium
0.5510693774952184,2.3695230197554826,4,1,11,11,80.26199470263643,High
0.6983491035354312,3.195040381397659,4,4,9,7,73.11563204460616,High
0.5805269858900618,2.914329909989478,0,4,1,8,49.13562146450275,Medium
0.5709042966264806,2.167570675423553,5,1,10,11,84.98812138070525,High
0.4221321684127197,3.696574965887895,1,1,3,8,43.64896360461226,Medium
0.7657386003879381,3.49356505401732,1,4,1,9,41.434805444309276,Medium
0.701607413937317,3.1461295866460635,3,2,5,1,51.47440757604669,Medium
0.4308872507499936,3.6264543227356048,3,4,7,15,75.4999667426442,High
0.5671878785419668,3.668235502399506,5,3,9,19,80.63012983432627,High
0.9449595315799922,3.270907441787587,3,4,3,6,47.99254431892444,Medium
0.5437371344001835,3.59253332090918,1,2,14,1,56.82518141490086,Medium
0.48693692325473387,3.243678654173209,2,3,4,0,56.085736528078556,Medium
0.6936716561665378,3.200351929400751,4,0,3,18,53.74961445933098,Medium
0.9913902724663605,3.0465284455379606,2,0,2,3,24.379104645965974,Low
0.5452331629069003,3.381791598894103,2,2,4,1,48.87275749478296,Medium
0.8032813284435272,1.8965127632326841,1,4,13,13,75.90361922993208,High
0.8569717691972305,3.702176897997321,2,1,8,1,35.199360252137566,Low
0.5425825263954398,3.67960881936308,5,2,7,14,72.0006107505516,High
0.8369298091671158,1.5731182075863979,0,3,7,11,58.79162555745139,Medium
0.620669879631552,3.564541876411907,3,3,7,4,59.02778605061886,Medium
0.7793834983561476,1.8221746686836129,0,0,11,19,56.60291337891797,Medium
0.7801178264565368,2.337797135647855,4,3,7,6,70.91731558525998,High
0.7214648104448551,3.3587706407290194,3,2,6,9,54.0537011749156,Medium
0.454173862032645,1.9018997401207705,2,3,7,13,81.8140481174865,High
0.9011814973535428,3.5449175602976553,4,2,10,13,58.00356450288174,Medium
0.5924680389830415,3.580335444894355,3,1,13,4,60.997923991734794,Medium
0.5119111062399125,2.7686693344020905,5,0,7,17,75.8368624063826,High
0.4244650849328584,1.515964679292084,5,3,12,13,100.0,High
0.754535765912945,2.217595332937282,5,2,13,1,80.64261603410938,High
0.8065386171053694,3.0423172959393554,5,4,7,11,74.31528235639166,High
0.4099526973567137,3.9529654450685587,2,0,11,5,53.07223765504587,Medium
0.7072558349795686,3.079533817541671,0,1,9,3,39.914428425400544,Low
0.5358974651187628,2.1495089526603994,3,2,6,12,75.06901186864549,High
0.7871036742456698,3.0850142577490285,2,1,11,3,49.66571045268292,Medium
0.5046198574029949,2.8499634492896386,5,1,0,13,66.81557121098382,Medium
0.8145626428614796,3.4496134878778593,0,3,3,15,36.92135940676222,Low
0.6320412077803225,1.767451597067396,4,3,12,3,88.54383571811314,High
0.9620379932420408,3.40256975625507,4,2,12,0,53.492782707767674,Medium
0.482512566487596,2.8531664466902757,4,4,3,12,78.6678328735934,High
0.6046398106301552,3.9074800096474864,5,2,4,3,57.23960747831893,Medium
0.46808411274435346,2.3546804150967153,4,4,9,19,96.72983133925871,High
0.9548161709671377,3.0815547328348702,1,1,5,17,35.99180583296579,Low
0.9264036120285886,3.8300702637750437,3,0,3,5,26.64315288110602,Low
0.5547649766290934,1.7562743199766981,3,2,14,2,85.24665773506928,High
0.7959904276205074,3.843071218091128,5,2,1,12,50.22967071426842,Medium
0.8903333201207295,3.219714305752033,1,4,5,15,48.18952413765049,Medium
0.7331204869596775,1.6695926477629297,2,1,14,4,70.9792540439836,High
0.7177903470136039,2.2524089173670405,2,1,7,3,54.76429694578544,Medium
0.545111374540271,3.270430221613204,4,4,14,7,85.99124280225712,High
0.45586166068353956,1.6683765036719294,0,1,7,18,68.58176853593912,Medium
0.938329454771996,2.955426150440683,2,3,6,13,50.412560304713324,Medium
0.9402508342979983,2.364707642382392,0,0,5,6,29.24289020425615,Low
0.7798608743639608,3.0522887944186925,3,2,1,13,49.28267708125465,Medium
0.6034178746292205,1.6143550845312822,0,0,14,5,63.21973416951836,Medium
0.6095257447675966,3.6788420153809405,3,2,6,11,56.33055005548673,Medium
0.8355734073221437,3.933722422943492,1,3,10,15,46.73983947767933,Medium
0.9382661559715463,3.9221946382142288,1,1,11,16,36.74740737899586,Low
0.9322518545590703,3.374129579357312,5,4,13,12,75.46863002406407,High
0.8679253275145743,1.82521560032658,5,3,13,13,90.03083089615123,High
0.7852189876925726,3.3956579898225563,4,0,4,6,43.63466059407153,Medium
0.4504839789970293,1.5614672911470038,2,4,5,13,86.36596792864879,High
0.4969772284567683,1.5553088788224931,4,1,9,14,89.06782207350433,High
0.9391325131162476,2.309025547873853,3,3,7,11,62.34444399661157,Medium
0.7638574357957539,2.7216079760116645,4,4,13,16,85.7296228080532,High
0.4055182309699778,3.426018544519483,0,3,7,8,56.019085316006056,Medium
0.4608829257196193,3.2082384415162633,3,3,2,14,66.4822985560526,Medium
0.7981010614648335,2.6147567659418707,5,1,11,11,72.92838988198795,High
0.40303695030773123,2.1840666657041647,1,2,11,1,72.03785533064911,High
0.4964848308504992,3.992811250394278,5,4,13,4,82.71249426203725,High
0.7292402736199517,2.565453255589932,2,1,6,12,54.17585649930261,Medium
0.815137118615616,2.6284675608241885,3,3,0,19,57.60983964713348,Medium
0.7911767557015603,1.909059552979173,3,1,0,7,51.76233424214586,Medium
0.5345615856763359,3.4870238718748237,0,2,6,13,47.24729785419832,Medium
0.8273075328085215,3.2342055644537213,2,4,14,14,68.56564304312192,Medium
0.5423494524980801,2.051924031971901,1,2,14,10,76.78678158035778,High
0.5952398188955607,1.7059526140396066,3,0,9,0,67.6308811037815,Medium
0.8478948430708144,3.2012482551867825,3,4,8,2,58.0717237252996,Medium
0.7897797394283288,3.136278035702838,0,2,6,16,42.046030065838465,Medium
0.9095340462965068,2.1831488174955234,4,3,9,18,76.2871499731845,High
0.7945677353802061,3.877158905626026,1,4,4,13,42.9457015285315,Medium
0.7409851620012831,1.8776447294522507,5,4,7,7,86.58414622542617,High
0.4562048606968555,2.580837002606505,2,1,1,12,57.443435546060726,Medium
0.6206294818356601,3.859039800418997,3,3,8,19,65.08442272238362,Medium
0.5591214206090352,2.5493182923153057,3,0,5,2,55.64196025248553,Medium
0.5463937860274501,3.0963148691602136,5,2,12,4,80.18109986729985,High
0.9838063328514673,2.4939859949069856,1,1,8,8,40.70788673687145,Medium
0.6358586348000562,2.185538005871675,4,2,1,5,64.710274549281,Medium
0.935227933106268,3.9599441198995704,3,0,2,1,21.49144147675358,Low
0.7786831755983578,2.5233350157876075,1,0,11,12,51.119322818189616,Medium
0.876886782124989,3.735248009197836,5,4,7,4,61.07204862302208,Medium
0.7015822558631153,2.0748865147277153,0,0,0,7,34.687844618198234,Low
0.7461423307758155,2.032761760062708,4,2,14,0,78.8266891683403,High
0.6955106162913183,1.5778352072112785,2,3,9,19,81.40122327623448,High
0.5171457926788268,3.129167063439713,3,3,14,11,81.5224976584498,High
0.8334712691569033,2.421315859309403,1,4,14,10,69.44799064062984,Medium
0.5684634174645135,3.6608956245990925,0,2,14,6,52.652507055428536,Medium
0.41458957985887235,2.683024766728893,2,2,6,14,70.58616913835618,High
0.7872833775443007,3.9204835697868043,1,0,6,10,28.303829200359928,Low
0.5062664076442294,1.963813789257803,1,2,12,15,78.6112058016528,High
0.9642751506117486,3.671557919889027,2,1,0,2,19.713414776639784,Low
0.9723571462015524,3.4414921319793543,0,0,8,19,28.19079283214436,Low
0.9489186341322691,3.42730461161013,5,1,7,13,53.77020851860794,Medium
0.6220952201532667,3.611958070292219,0,4,3,2,40.49661049094714,Medium
0.40927396991732046,3.4025599773574973,4,3,9,0,75.10344142973221,High
0.9569911375526352,3.0655508040785384,3,4,10,14,64.06484645710921,Medium
0.6569104889903886,1.828112194205969,2,3,4,0,63.44245849832477,Medium
0.9799928914262017,1.5813154487281298,5,4,1,16,75.48712985567063,High
0.9781719862535517,3.802119619539217,2,2,12,1,39.35192435446576,Low
0.9118056732804161,3.041625786301845,2,1,8,19,48.6115152057649,Medium
0.5766693352417515,3.491343227440441,0,3,14,5,57.51979431592554,Medium
0.6310586371611552,2.7038058787813752,3,0,11,7,62.719595725740035,Medium
0.9106820029101141,1.7932704724059862,4,1,11,15,73.64001515953558,High
0.5901532030937666,1.812964480506376,1,0,5,18,59.76422707118557,Medium
0.5016956480116556,3.2139132180724284,1,1,2,0,39.79304189880949,Low
0.7340807574750101,2.5757647372486567,2,1,11,2,56.37912232851303,Medium
0.9616928644964686,2.001311816750842,3,4,6,2,62.51916725263283,Medium
0.8176178780049839,2.7289863668535923,5,3,8,4,71.00542121126472,High
0.7420367020536189,1.6605223426878353,0,3,2,11,54.213308490976885,Medium
0.45830589626246115,2.954928504785997,3,1,1,11,58.11847910164159,Medium
0.7690043360195018,2.1724835110877443,3,2,6,19,69.01499144834249,Medium
0.994032310062558,3.4938977515929706,0,2,6,12,28.299730081567976,Low
0.48405040914191444,2.2759048973089344,2,0,3,19,61.878934661234084,Medium
0.710997791418242,2.638050372704503,3,0,10,8,59.179584616225284,Medium
0.9264238431567733,1.5290513497702516,1,4,8,6,63.65253277602655,Medium
0.8444611706525227,1.6811172194863973,0,1,13,3,54.41038097903512,Medium
0.8182094445971608,2.481233891016712,5,0,7,18,66.95928330594644,Medium
0.8214904503922655,2.6998470867928086,4,0,12,18,67.1419111163813,Medium
0.6156946907318531,3.000051370298259,2,1,12,5,59.87169866774329,Medium
0.5761551065586961,2.229156446773258,0,4,0,12,56.66223126991957,Medium
0.8856166932871081,3.2374547153163564,4,0,0,10,37.20078511535211,Low
0.8860680368075085,3.6503059929730113,4,4,4,12,56.05421859796955,Medium
0.9202433911480622,3.4496274722333746,5,3,5,12,59.19398963174376,Medium
0.9479443315338828,1.5990470633708929,3,4,2,19,69.59175610493575,Medium
0.7068054393165627,2.7012673681445722,5,2,12,14,82.71510874589177,High
0.7009097768123198,1.7623254460454372,3,2,8,12,75.34035446705283,High
0.8789771073800651,2.105112539656319,3,4,11,10,76.28979030823422,High
0.7899783584666591,3.966656483167866,0,2,9,18,39.23430082965498,Low
0.821180126354622,1.8562388572537831,0,3,13,7,63.59040637327729,Medium
0.8774756016616606,2.74722038362839,2,1,14,19,61.92877209724968,Medium
0.9340032050905398,3.0453893357952975,3,2,5,7,46.18597843842544,Medium
0.6027970941109215,3.2561624263602598,4,2,3,9,60.32649197196054,Medium
0.6253497715839664,2.8991217087172854,1,4,11,15,70.99479204946849,High
0.45638916390452144,1.5244271185479592,2,3,6,18,86.50016225833954,High
0.7469680845977045,2.3161532706099797,0,1,7,10,46.45974390999202,Medium
0.42156536427804525,2.7942791084617786,5,4,8,12,94.1945943442604,High
0.6793588108794761,1.7196662478620834,2,4,12,8,83.62898508620012,High
0.725586780824546,2.376567328022952,2,3,10,19,73.71085548678863,High
0.5719247512769706,1.5830077719784164,2,1,5,18,71.79293222913701,High
0.7544999563414065,1.6964462428875517,2,3,14,15,83.35553931746821,High
0.4183001499634297,2.49230819050399,1,1,5,6,57.84491209642292,Medium
0.4224089132495287,1.8317893851076508,5,3,7,18,100.0,High
0.8935603363957949,2.918852120653895,5,4,11,11,78.06906533762925,High
0.6161143848467577,3.223662422843164,5,4,4,14,77.11880037769805,High
0.4762363075911309,3.501466747772707,3,0,13,13,66.93588021862769,Medium
0.7133459560328826,2.000375610612025,4,2,2,10,67.46240565256444,Medium
0.8619961318591665,1.9187064556476745,5,3,11,9,84.3330901691566,High
0.529492616498106,1.7614196008360006,2,0,2,10,59.206099331715755,Medium
0.7737342854914002,3.0910756238590915,2,2,12,5,56.639872341753076,Medium
0.4512084789962608,3.266189316217253,5,3,5,1,74.28976767797704,High
0.43100903270116464,1.578965362064105,5,1,1,10,82.46998507131237,High
0.7188127789408888,3.8405306156092247,2,2,5,18,47.342182686272196,Medium
0.7243810729660639,1.629928209128681,3,4,12,5,86.22547499007064,High
0.782457940898924,2.853240838252676,0,0,5,13,34.169273981516284,Low
0.835654800233597,3.272651298627291,0,2,7,19,41.84729500438321,Medium
0.9855112476775207,3.677422809365214,5,2,6,5,48.30532199924703,Medium
0.7097802089807173,3.2852173303310694,1,4,7,16,58.256618337460615,Medium
0.5937738837647476,3.5043202076744797,5,3,13,9,82.20584257266529,High
0.8771117168612221,2.348625481357015,5,1,8,0,62.429276511980966,Medium
0.5624993507572446,3.5370627843662805,0,4,5,2,46.62939812604741,Medium
0.6633828524233817,1.700287115961688,2,1,13,7,73.46181474344786,High
0.4470738288053596,3.737041640151319,5,3,2,7,68.24663044627243,Medium
0.41521044604927454,2.8689809403843407,2,2,9,19,75.70177275418561,High
0.977589048806755,3.5432444249062343,2,1,2,14,29.463993798667456,Low
0.9015880723073235,2.6307957112957503,1,0,10,6,40.62851999474955,Medium
0.8175845236562188,3.108944237991312,2,0,11,10,47.70717667383813,Medium
0.6453717666485619,2.816006652340283,0,4,0,6,45.025062810654696,Medium
0.5039765920425074,3.3289738043883297,3,3,10,3,70.05119827441641,High
0.49386222560265164,1.704074955076474,3,4,14,11,100.0,High
0.5501457388987572,1.6508802099764095,4,4,12,5,97.98536834428562,High
0.7295359988236723,2.117758085025366,5,4,14,13,98.14097919679945,High
0.8287575536200373,1.8988617002829709,0,0,4,11,39.3610808523688,Low
0.7961184260306388,3.6794589164805043,2,0,13,10,45.86067379396941,Medium
0.5679603381675657,2.0480349683951107,3,4,3,18,81.30123678934626,High
0.9729191683979165,3.9396631395478283,0,0,8,4,15.686601868605058,Low
0.8427381500174611,2.342239479427767,3,3,14,13,77.36807920502389,High
0.7326124315068404,1.9552947892217483,2,4,8,15,76.6425548475089,High
0.7670324477406114,3.4742462678561976,3,0,14,12,56.57623941181357,Medium
0.6517600374566739,3.14676943875219,5,1,13,19,80.46190411421114,High
0.5486385937006945,2.7454892911328477,5,4,4,3,79.09956334064375,High
0.613583607190757,2.8884088773440784,4,4,9,10,81.07256693892893,High
0.8547076662786215,3.2980044456806596,4,3,3,16,57.33164889204855,Medium
0.40863609317785354,2.071136853328247,3,2,6,6,77.94318773960339,High
0.46964358430414976,3.9908347901418546,0,2,14,13,56.80590872641547,Medium
0.4276015852130517,3.936982905366958,5,3,5,10,73.02610753780836,High
0.4244372813913821,3.1258142158673423,0,3,3,8,52.26436658567129,Medium
0.9132763504066044,1.9988561273228629,0,3,12,12,59.480384710507195,Medium
0.8221947156280143,3.2005706060782284,3,2,12,17,64.60650531409715,Medium
0.6845042974523952,1.6804960224479397,0,3,14,10,73.8148678774248,High
0.4587004963906009,1.5766312555145152,5,0,9,14,91.3856675892308,High
0.6949695250700993,2.1442072212780343,2,4,1,18,67.25914678441569,Medium
0.6840830624683394,2.656557391848291,4,4,0,0,62.071103582783515,Medium
0.5039211219460091,3.6706812635209514,2,1,3,3,43.13634248695013,Medium
0.6603109895427839,3.31792267441577,0,1,3,13,35.408333674130944,Low
0.639102840638424,3.3567663029999526,2,4,12,13,71.36822334446352,High
0.76951005883133,2.5637333361201886,5,0,0,2,49.582264285544916,Medium
0.7810561905205863,2.3648374813674073,5,2,5,16,73.60937756550247,High
0.42718240586322676,2.4275969074615067,0,2,3,2,52.13673469085586,Medium
0.6247675687758827,3.9691239093401447,3,0,0,15,37.81805815556325,Low
0.7755159494285419,1.6002729785312062,2,2,0,13,57.47663223754626,Medium
0.7018817551480526,3.6675787403061215,3,3,14,19,72.74894239101668,High
0.9138939047129934,2.9466885214309837,3,4,12,12,68.97735859717042,Medium
0.795216178971367,2.596538547973976,1,4,0,14,50.22596736140556,Medium
0.49776065624885785,3.313144151037841,0,0,7,13,43.95813223966727,Medium
0.4423412484402579,2.716672353561757,4,2,9,18,85.6396265267721,High
0.7854515669237894,3.6835580952041513,5,1,7,5,53.74635637100691,Medium
0.41590678632497313,3.7517546600281464,5,1,1,9,60.84618194671961,Medium
0.751465348764078,2.5543023171836383,0,2,10,14,54.3983628776005,Medium
0.9641381448549745,2.192069493087629,4,1,12,19,71.01377927492473,High
0.7452845067255274,2.9808758214834055,5,0,6,5,56.87986151614485,Medium
0.6329019557239132,3.7809083640417276,0,0,13,9,40.874838130626195,Medium
0.785972931065412,2.0266554725141663,5,2,7,6,74.79452803224186,High
0.6749517342949101,3.057416458908707,3,1,7,16,59.92776603911653,Medium
0.727370073589561,3.0789005502313014,2,0,10,17,53.616191554104546,Medium
0.9648788852659151,3.3327825560382025,2,0,9,16,39.57701902898137,Low
0.6316615826804646,1.8289192128181495,5,3,14,8,98.44434456459992,High
0.9767143382943485,3.289562411705221,1,3,10,9,44.53580235117385,Medium
0.9432103851736382,3.7725813016641023,4,0,12,9,47.04577157641345,Medium
0.5174746808735778,1.949207772175605,4,2,6,6,79.80893504330083,High
0.4416167805250993,2.093858312309694,4,4,4,15,90.89674565589908,High
0.460466800826456,3.928487735104099,3,4,0,17,61.79645061590077,Medium
0.41093309539092987,1.9524423817737244,4,0,11,5,83.03825236662556,High
0.45666577645355705,3.635962733423948,2,0,8,19,56.873741607618236,Medium
0.8098040640498141,2.730694641120087,3,0,12,0,53.30089102680657,Medium
0.44271318907613744,2.1180776860079424,0,2,6,0,58.110695576875074,Medium
0.5913853781762568,3.6768747531812784,4,3,1,11,58.575837341136946,Medium
0.9069251865816728,2.6132631375066637,4,0,5,1,45.59036116166645,Medium
0.41396316144149553,2.7870433848242255,0,0,1,3,38.57103969409792,Low
